               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,     metrics/rov_mAP,   metrics/plant_mAP,metrics/animal_fish_mAP,metrics/animal_starfish_mAP,metrics/animal_shells_mAP,metrics/animal_crabh_mAP,metrics/animal_eel_mAP,metrics/animal_etc_mAP,metrics/trash_clothing_mAP,metrics/trash_pipe_mAP,metrics/trash_bottle_mAP,metrics/trash_bag_mAP,metrics/trash_snack_wrapper_mAP,metrics/trash_can_mAP,metrics/trash_cup_mAP,metrics/trash_container_mAP,metrics/trash_unknown_instance_mAP,metrics/trash_branch_mAP,metrics/trash_wreckage_mAP,metrics/trash_tarp_mAP,metrics/trash_rope_mAP,metrics/trash_net_mAP,  metrics/rov_mAP_50,metrics/plant_mAP_50,metrics/animal_fish_mAP_50,metrics/animal_starfish_mAP_50,metrics/animal_shells_mAP_50,metrics/animal_crabh_mAP_50,metrics/animal_eel_mAP_50,metrics/animal_etc_mAP_50,metrics/trash_clothing_mAP_50,metrics/trash_pipe_mAP_50,metrics/trash_bottle_mAP_50,metrics/trash_bag_mAP_50,metrics/trash_snack_wrapper_mAP_50,metrics/trash_can_mAP_50,metrics/trash_cup_mAP_50,metrics/trash_container_mAP_50,metrics/trash_unknown_instance_mAP_50,metrics/trash_branch_mAP_50,metrics/trash_wreckage_mAP_50,metrics/trash_tarp_mAP_50,metrics/trash_rope_mAP_50,metrics/trash_net_mAP_50
                  38,            0.041186,            0.011683,            0.027293,             0.50757,              0.1716,             0.15908,            0.081455,            0.050838,            0.022417,            0.045147,            0.008779,            0.008779,            0.008779,             0.42549,             0.11754,             0.01135,            0.052732,           0.0049515,            0.019427,            0.084558,            0.068747,           0.0053808,             0.15118,            0.021629,            0.031976,           0.0076371,             0.15364,            0.033785,             0.17594,             0.11525,             0.23243,            0.050759,           0.0068079,            0.018545,           0.0022493,             0.64632,             0.27806,            0.027968,              0.1598,            0.013069,            0.045624,             0.19663,             0.12191,           0.0086573,             0.30218,            0.037978,            0.057027,            0.011332,             0.32168,             0.10483,             0.26832,             0.27278,              0.4183,             0.12294,            0.012501,            0.066691,           0.0051202
                  39,            0.039991,            0.011118,            0.025425,             0.55453,             0.17771,             0.19074,             0.10253,            0.048416,             0.02209,            0.042137,            0.008746,            0.008746,            0.008746,             0.52614,              0.1255,            0.014347,            0.084659,           0.0086971,            0.014962,             0.11057,           0.0029292,           0.0087905,             0.14586,            0.064521,            0.052053,           0.0066686,             0.29398,           0.0015663,             0.34082,             0.12123,             0.19958,             0.12109,           0.0012052,            0.010087,          0.00046425,             0.77316,             0.25475,            0.034647,             0.31114,            0.033063,            0.092038,               0.236,             0.00669,            0.015898,             0.25201,             0.10139,            0.090544,             0.01632,               0.518,           0.0029903,             0.53277,             0.27993,             0.29729,             0.31129,           0.0036125,            0.031517,            0.001326
                  40,            0.040531,            0.011116,            0.025515,               0.478,              0.1943,             0.16674,            0.089724,            0.049769,            0.023043,            0.048373,            0.008713,            0.008713,            0.008713,             0.47868,            0.045721,            0.022135,            0.018236,           0.0050059,            0.064688,            0.070718,           0.0056854,           0.0097321,             0.14451,            0.099697,            0.029778,            0.015924,             0.12221,            0.054724,             0.34236,            0.092171,             0.20978,             0.11877,           0.0010358,            0.022201,          0.00017707,             0.72237,            0.095759,            0.053997,            0.054573,            0.012831,             0.15189,             0.16022,            0.013182,            0.013426,             0.29702,             0.20496,            0.052785,            0.026031,              0.2606,             0.13921,             0.49384,             0.20197,             0.32948,             0.34099,           0.0034822,            0.039248,          0.00038818
                  41,            0.040728,            0.011121,            0.023809,             0.49827,                0.23,             0.19105,            0.092473,            0.047154,            0.022955,             0.04299,             0.00868,             0.00868,             0.00868,             0.39432,            0.061718,            0.032502,            0.073258,           0.0038499,            0.038079,             0.10254,            0.016717,             0.01111,             0.23465,            0.070279,            0.058142,            0.063887,             0.16773,            0.025151,             0.24135,             0.11822,               0.177,            0.090657,           0.0012445,            0.050351,           0.0016577,             0.63084,             0.12848,            0.074899,             0.24008,             0.01068,             0.12813,             0.26906,             0.03467,            0.016736,             0.39054,             0.27334,             0.09417,            0.080962,             0.31778,             0.11448,             0.38039,             0.26627,             0.39104,             0.26216,           0.0043228,            0.089071,           0.0048976
                  42,            0.039997,            0.010844,            0.023023,             0.55989,             0.21188,             0.18985,            0.099323,            0.048116,            0.022038,            0.045137,            0.008647,            0.008647,            0.008647,             0.44577,             0.10585,            0.019458,             0.09241,           0.0096201,            0.069561,            0.095917,           0.0029538,           0.0068652,             0.07447,             0.32593,              0.0415,            0.022502,             0.12635,            0.034102,                0.28,             0.13046,             0.13932,             0.14214,           0.0018021,            0.017474,          0.00064202,             0.67685,             0.22723,            0.049898,             0.23533,            0.026788,             0.19366,             0.29139,           0.0074245,            0.017164,             0.13018,             0.46028,            0.075412,            0.036425,             0.30903,            0.060147,             0.44439,             0.27724,             0.20516,             0.40466,           0.0050003,            0.041617,           0.0015123
                  43,            0.039587,            0.010723,            0.022599,             0.56387,             0.19868,             0.18494,            0.093451,            0.049513,            0.023988,            0.048676,            0.008614,            0.008614,            0.008614,             0.42407,            0.049422,            0.027035,            0.034008,           0.0052511,            0.077763,             0.12401,           0.0030656,            0.013079,             0.13094,              0.1318,            0.023695,            0.059607,             0.21666,            0.054529,             0.32656,            0.079322,             0.19321,            0.079322,          0.00086257,           0.0013402,          0.00035979,             0.67814,             0.14381,            0.048803,             0.11347,            0.012847,             0.21722,             0.30698,           0.0063551,            0.023065,             0.26227,             0.25222,            0.049774,            0.095515,              0.3499,             0.14033,             0.51527,             0.18734,             0.47179,             0.18418,           0.0034582,           0.0049089,           0.0010543
                  44,            0.040519,            0.010659,            0.020828,             0.54772,             0.23756,             0.22903,             0.11957,            0.049054,            0.023092,            0.043535,            0.008581,            0.008581,            0.008581,             0.50504,             0.10552,            0.038423,            0.065314,           0.0072512,            0.084564,            0.074391,            0.009491,           0.0049478,             0.21607,             0.28023,            0.041278,            0.025317,             0.14671,            0.053087,             0.31846,             0.11998,             0.32576,             0.19143,           0.0014909,            0.012377,           0.0034275,             0.73433,             0.25734,            0.086977,              0.1953,            0.020475,             0.20756,             0.17759,            0.027015,           0.0082909,             0.37751,             0.50483,            0.070782,            0.038066,              0.3779,             0.13738,             0.58003,             0.26861,             0.50836,             0.41842,           0.0034661,            0.031783,           0.0066481
                  45,            0.039427,            0.010607,            0.020518,             0.39155,             0.20775,             0.19874,            0.097486,            0.049071,            0.024122,            0.045159,            0.008548,            0.008548,            0.008548,             0.39674,            0.047493,            0.021895,            0.045151,           0.0080447,            0.096419,            0.076417,            0.003897,           0.0075534,             0.16344,             0.26873,            0.058512,            0.035755,             0.13226,            0.047738,             0.26324,              0.1103,              0.2629,            0.056307,           0.0028463,            0.029778,           0.0092872,             0.63057,             0.13733,            0.052671,             0.14231,            0.019027,             0.22529,             0.17499,           0.0093343,            0.012512,             0.37525,             0.50164,            0.099796,            0.099952,             0.29173,              0.1192,             0.45194,             0.25587,             0.57719,            0.098301,           0.0068498,             0.06787,            0.022531
                  46,            0.040724,            0.010657,            0.020671,             0.54982,             0.23599,             0.22434,             0.11015,            0.047176,            0.023666,            0.041033,            0.008515,            0.008515,            0.008515,              0.4227,             0.16926,              0.0449,             0.10664,           0.0059696,            0.072324,             0.10272,            0.056098,            0.015283,            0.097562,             0.29954,            0.038405,              0.0319,             0.12982,            0.047234,              0.2229,             0.11448,             0.23608,             0.17993,           0.0011362,            0.026898,           0.0015474,             0.68065,             0.31387,              0.1048,             0.26801,            0.018639,             0.19442,             0.26684,             0.14323,            0.024429,             0.28851,             0.52547,            0.075635,            0.057044,             0.28041,             0.13533,             0.33643,             0.27604,              0.5018,             0.38478,           0.0025292,            0.052921,           0.0036552
                  47,            0.040025,            0.010532,            0.020415,             0.54495,             0.23905,             0.20163,             0.10297,            0.047967,            0.021151,            0.041864,            0.008482,            0.008482,            0.008482,             0.48095,               0.138,            0.056588,             0.05187,           0.0077426,            0.086194,             0.17221,           0.0087524,           0.0071206,             0.10628,               0.119,            0.061639,           0.0077156,             0.16997,            0.035873,             0.27826,             0.10976,              0.1938,             0.16024,          0.00071728,           0.0051682,           0.0075224,             0.76314,             0.27994,             0.14994,               0.197,            0.020703,             0.19176,             0.39984,            0.020128,            0.012806,             0.28641,             0.16359,             0.10557,            0.014133,             0.34047,            0.072904,             0.48634,             0.30198,             0.30043,             0.29926,           0.0016263,            0.014621,            0.013331
                  48,            0.039567,            0.010437,            0.019694,             0.60067,             0.22033,             0.23277,             0.11964,            0.047445,            0.023198,            0.041605,            0.008449,            0.008449,            0.008449,             0.43958,             0.12278,             0.04323,            0.074237,           0.0035749,            0.088541,              0.1169,            0.005489,           0.0097814,             0.18294,             0.12521,             0.11347,            0.027914,             0.21561,            0.092074,             0.32609,              0.1483,             0.27147,             0.20386,           0.0018355,            0.011314,           0.0079531,             0.68029,              0.3355,            0.095443,             0.21921,           0.0094755,             0.25173,             0.29171,            0.010988,            0.015909,             0.39953,             0.22906,               0.179,            0.038814,             0.36456,             0.20254,             0.51972,             0.35482,             0.43827,             0.43114,           0.0060805,            0.027613,            0.019524
                  49,            0.039386,             0.01041,            0.018958,             0.57748,             0.24738,             0.22073,             0.11183,            0.047846,            0.023469,            0.041743,            0.008416,            0.008416,            0.008416,             0.43767,            0.080157,            0.054778,            0.085183,           0.0040118,            0.075108,             0.11225,           0.0077967,            0.022016,             0.13248,             0.26046,             0.06766,            0.030489,             0.15959,           0.0045367,             0.31286,            0.093173,             0.28077,             0.21376,           0.0010901,            0.021194,            0.003278,             0.66678,             0.20669,              0.1433,             0.26309,            0.012048,             0.19165,             0.27585,            0.021786,            0.035721,             0.32299,             0.44891,             0.12865,            0.047747,             0.33981,           0.0090466,             0.52747,             0.22518,             0.55666,             0.38285,           0.0022428,            0.041613,           0.0059937
                  50,            0.039787,            0.010182,            0.017939,             0.57774,             0.24489,             0.21748,             0.11598,            0.048559,             0.02258,            0.042239,            0.008383,            0.008383,            0.008383,             0.49213,             0.07075,            0.025834,            0.053057,            0.013126,             0.08213,             0.11298,              0.0209,            0.012097,             0.16076,             0.21448,             0.11294,             0.02126,             0.17731,            0.017578,             0.41956,             0.12161,             0.22426,             0.16626,           0.0030244,            0.021586,           0.0079104,             0.74548,             0.18919,            0.064843,             0.16335,            0.032178,             0.21759,              0.3009,            0.035619,            0.019736,             0.38491,             0.32562,             0.21013,             0.03135,              0.3507,            0.064829,             0.61069,             0.27446,             0.37363,              0.3112,           0.0083865,            0.055097,            0.014802
                  51,            0.040751,            0.010354,            0.018046,             0.62305,             0.23925,             0.26244,             0.13303,            0.046648,            0.022312,            0.039017,             0.00835,             0.00835,             0.00835,             0.50203,             0.11111,            0.035963,            0.088292,            0.018837,            0.075017,             0.15826,             0.10693,            0.010475,             0.13949,             0.20364,            0.077864,            0.034806,              0.2157,            0.086611,             0.27124,             0.20153,             0.39277,             0.15422,           0.0012467,            0.031321,           0.0092421,             0.77924,             0.24411,             0.07992,             0.26497,             0.04495,             0.16519,             0.38755,             0.23809,            0.018729,             0.31893,             0.41708,             0.13779,            0.056481,             0.41464,             0.15983,             0.50733,             0.43136,             0.56742,             0.43979,            0.003147,            0.077123,            0.020031
                  52,            0.040605,            0.010367,            0.017531,             0.59193,             0.23607,             0.22435,             0.11263,            0.049724,            0.023649,            0.041967,            0.008317,            0.008317,            0.008317,             0.40527,             0.10624,            0.066026,             0.12763,           0.0049675,            0.057195,             0.13191,            0.018373,           0.0089735,             0.16275,             0.13524,            0.061458,            0.025931,             0.21128,            0.040324,             0.34188,             0.12074,             0.28901,             0.14627,           0.0016571,            0.011682,           0.0030401,             0.66114,             0.23341,             0.15252,             0.31307,            0.014619,             0.18724,             0.36119,            0.037836,            0.014253,             0.28999,             0.27498,             0.12288,             0.03992,             0.41538,            0.098839,             0.61127,             0.27316,             0.46777,             0.32983,           0.0049046,            0.024152,           0.0074495
                  53,            0.040467,            0.010209,            0.017707,             0.57745,             0.27822,             0.24956,             0.12282,            0.047295,            0.021533,            0.041009,            0.008284,            0.008284,            0.008284,              0.4683,             0.15487,            0.040277,            0.076046,           0.0097857,            0.014059,             0.07818,            0.026221,           0.0078329,             0.22355,             0.21975,            0.083846,            0.034491,             0.20935,             0.17704,             0.25466,             0.13834,             0.17205,             0.27523,            0.001035,            0.030194,           0.0069131,             0.68714,             0.33891,             0.10608,             0.26061,            0.022697,            0.049595,             0.21472,            0.063715,             0.01332,             0.54745,             0.44214,              0.1418,            0.057687,             0.47318,             0.30199,             0.39792,             0.31351,             0.49514,             0.46547,           0.0027312,            0.082174,            0.012309
                  54,            0.040866,            0.010162,            0.016561,             0.55809,             0.25528,             0.25328,             0.13941,            0.047686,            0.023167,            0.037986,            0.008251,            0.008251,            0.008251,              0.4673,             0.08021,            0.078926,             0.07179,           0.0068385,            0.046294,              0.1681,            0.014985,            0.019892,             0.15993,             0.23434,            0.093738,            0.024824,             0.13705,            0.093418,             0.46939,             0.15874,             0.44227,             0.28301,           0.0025172,           0.0082206,           0.0052782,             0.69829,             0.15921,             0.20681,             0.23288,            0.017609,             0.15023,             0.43437,            0.032345,            0.029832,             0.26601,              0.4739,              0.1993,             0.03864,             0.29383,             0.18232,             0.70111,             0.35397,             0.57975,             0.48697,           0.0049671,            0.017747,            0.012019
                  55,            0.042216,            0.010097,            0.017244,             0.56996,             0.24043,             0.24567,             0.11701,            0.050622,            0.022258,            0.040022,            0.008218,            0.008218,            0.008218,             0.48922,            0.084113,            0.097571,            0.059218,            0.043284,            0.064578,             0.07963,            0.021852,            0.012681,             0.17384,             0.21508,             0.08391,            0.040389,             0.23079,             0.15859,             0.24016,             0.11849,             0.21398,             0.11489,           0.0013804,            0.016577,             0.01403,             0.73552,             0.20412,             0.22657,             0.19391,            0.081212,             0.17463,              0.2071,            0.058331,            0.036047,             0.36574,             0.57162,             0.16152,            0.078354,             0.40861,             0.29175,             0.52906,             0.25821,             0.52449,             0.22172,           0.0039134,            0.043313,             0.02902
                  56,            0.040287,            0.010072,            0.017012,             0.53898,             0.26675,             0.22859,              0.1077,            0.048339,            0.021211,            0.039775,            0.008185,            0.008185,            0.008185,             0.44417,            0.079395,            0.089407,              0.0749,            0.066106,            0.048638,             0.08848,            0.012444,            0.012421,             0.12899,              0.1731,             0.10125,            0.039604,             0.14648,            0.093926,             0.24464,             0.16524,             0.15262,             0.17824,            0.004844,            0.021464,           0.0031111,             0.70559,             0.21064,             0.19564,             0.23682,             0.11662,             0.18772,             0.23652,             0.03422,             0.02019,             0.31695,             0.49345,             0.17788,            0.066835,             0.30675,             0.21479,             0.41824,             0.36796,             0.33477,             0.32656,            0.009064,            0.046652,           0.0050377
                  57,            0.040883,            0.010069,            0.016222,             0.49168,             0.30224,             0.28227,             0.14545,            0.047138,            0.020728,            0.037228,            0.008152,            0.008152,            0.008152,             0.57177,              0.1033,            0.080451,            0.074507,           0.0071663,             0.12015,             0.23072,            0.061448,           0.0070303,             0.13901,             0.28205,             0.19929,            0.013018,             0.23331,            0.076406,             0.30795,             0.17435,             0.23702,             0.24168,            0.004672,            0.018155,            0.016396,             0.80981,             0.23174,              0.1654,             0.25383,            0.019209,             0.23786,             0.50087,             0.11802,            0.010436,             0.33528,             0.41274,             0.34533,            0.019021,             0.53576,             0.18342,             0.48929,             0.38197,             0.57622,             0.50574,           0.0095191,            0.040631,            0.027799
                  58,            0.040054,           0.0099272,            0.016028,             0.51512,             0.26298,             0.22669,             0.11546,            0.048038,            0.021539,               0.041,            0.008119,            0.008119,            0.008119,             0.38068,             0.09181,            0.077657,             0.10919,            0.032014,             0.02509,             0.15388,            0.026747,           0.0063591,             0.19065,             0.19393,            0.071523,            0.055571,             0.11849,            0.071705,             0.39916,             0.12898,             0.15843,             0.20949,           0.0077753,            0.028647,           0.0022274,             0.68543,             0.23261,             0.16701,             0.33393,            0.079058,            0.087645,             0.37716,            0.072452,            0.011251,             0.37768,             0.35299,             0.12155,             0.12158,             0.23272,             0.12186,              0.5801,             0.28954,             0.34933,             0.32115,            0.017912,            0.047725,           0.0065323
                  59,            0.040271,           0.0098162,            0.015616,              0.6227,             0.25166,             0.27022,             0.14166,            0.046107,            0.022208,             0.03846,            0.008086,            0.008086,            0.008086,             0.51592,            0.070996,            0.077315,            0.096869,            0.030675,            0.068537,            0.063795,            0.027714,           0.0085413,             0.29776,             0.28994,             0.08936,             0.11133,             0.18669,            0.070643,             0.34859,              0.1509,             0.39735,             0.18643,           0.0030743,            0.014236,           0.0097603,             0.78603,             0.23121,             0.22523,             0.25162,            0.066206,             0.24909,             0.19883,            0.060391,            0.015094,             0.44957,             0.52599,             0.16836,             0.23001,              0.4654,            0.090257,             0.55082,              0.3438,             0.60856,             0.36466,           0.0072122,             0.02669,            0.029888
                  60,            0.040194,            0.009823,            0.015544,             0.59611,             0.32723,             0.31415,             0.16507,            0.046507,            0.021746,            0.037121,            0.008053,            0.008053,            0.008053,             0.51272,             0.16427,             0.10234,             0.12547,            0.017741,            0.086445,             0.12047,             0.11715,            0.011155,             0.27747,             0.24842,             0.12227,             0.13426,             0.21669,             0.36418,             0.34972,             0.17415,             0.19181,             0.22792,           0.0032832,            0.037233,            0.026332,             0.75623,             0.33752,              0.2074,             0.35946,            0.034449,              0.2379,             0.29964,                0.24,            0.015576,              0.4925,              0.4827,             0.25402,               0.194,              0.5657,             0.57063,             0.56302,             0.38052,             0.39447,             0.40614,           0.0060634,            0.070574,            0.042719
                  61,            0.038912,           0.0099288,            0.014657,             0.53989,             0.29939,               0.276,             0.14707,            0.047781,            0.022536,             0.04069,             0.00802,             0.00802,             0.00802,             0.56178,             0.12166,             0.11152,            0.059299,             0.02023,             0.11023,             0.13842,             0.04131,           0.0075596,             0.27792,             0.12667,             0.10895,             0.14494,             0.24194,              0.1106,             0.43646,             0.15467,             0.24428,             0.17113,           0.0031536,            0.022769,            0.020131,             0.80789,             0.24174,             0.27532,             0.19732,            0.056363,             0.22269,             0.33914,             0.10205,            0.010754,             0.45385,             0.37959,             0.19356,             0.25161,             0.45202,             0.24887,             0.66127,             0.29394,              0.4818,             0.32014,           0.0063025,            0.041434,            0.034288
                  62,            0.040297,           0.0097255,            0.014505,             0.51008,               0.298,             0.25539,             0.13078,            0.047764,            0.021307,             0.03885,            0.007987,            0.007987,            0.007987,             0.48136,             0.11774,            0.068313,            0.079472,            0.026274,            0.050363,            0.061889,            0.015669,           0.0098521,             0.27626,             0.24713,             0.16235,            0.043038,             0.24071,             0.13339,             0.28489,             0.13481,            0.092756,             0.29368,           0.0026915,            0.038997,            0.015507,             0.73476,             0.25573,             0.17031,             0.28157,            0.077245,             0.13049,             0.19983,            0.039701,             0.01544,             0.53444,              0.4982,             0.31532,             0.08664,             0.44272,             0.33254,             0.54742,              0.2736,              0.1562,             0.41548,           0.0072217,            0.079207,            0.024477
                  63,            0.039978,           0.0097128,            0.014342,              0.4947,               0.313,             0.25786,             0.13471,             0.04735,            0.020265,             0.04058,            0.007954,            0.007954,            0.007954,              0.5194,             0.14589,            0.077769,            0.091183,            0.034003,            0.068576,             0.11988,            0.012469,           0.0098315,             0.14391,              0.1355,             0.13362,            0.035282,              0.1801,            0.088638,              0.4125,             0.15779,             0.33874,             0.16662,           0.0028976,            0.048057,            0.040937,             0.77477,             0.27469,             0.16817,             0.24907,            0.094117,             0.16655,             0.28909,            0.029706,            0.017745,             0.26746,             0.26757,             0.23748,            0.098301,             0.39779,             0.31724,             0.59658,             0.30663,             0.62713,             0.30435,           0.0061618,             0.11147,            0.070866
                  64,            0.040284,           0.0097297,             0.01441,             0.44874,             0.28819,              0.2537,             0.13091,            0.049515,            0.021653,            0.038334,            0.007921,            0.007921,            0.007921,             0.48538,            0.070862,            0.092126,             0.07941,            0.031026,            0.032763,            0.084498,            0.033219,            0.012079,             0.24366,             0.14091,            0.092241,             0.12226,             0.20132,             0.15077,              0.2237,             0.15086,             0.36702,             0.22795,            0.001398,            0.026689,           0.0099204,             0.75316,               0.167,             0.20944,              0.2161,             0.12355,             0.11543,             0.25132,            0.077186,            0.016331,             0.42263,             0.28978,             0.15729,              0.1874,             0.43223,             0.27179,             0.37956,             0.32701,             0.65263,             0.44761,           0.0031524,            0.054063,            0.026776
                  65,            0.039484,           0.0095832,             0.01426,             0.51199,             0.31042,             0.25499,             0.12848,            0.047249,            0.022388,             0.03966,            0.007888,            0.007888,            0.007888,             0.48133,             0.12728,            0.087963,            0.055101,           0.0051618,             0.10362,             0.10629,            0.086316,            0.010074,             0.15484,              0.2502,             0.13521,            0.066223,             0.12375,            0.043922,             0.27743,             0.16827,             0.22572,             0.21541,           0.0036928,            0.059338,            0.039442,             0.69562,             0.32667,              0.2103,             0.17494,           0.0095867,              0.2541,             0.30713,             0.22722,            0.015756,             0.31664,             0.39964,             0.23373,             0.14956,             0.36838,             0.11896,             0.43795,             0.33105,             0.42388,             0.39658,           0.0086241,             0.12715,            0.076236
                  66,            0.040465,           0.0096629,            0.013931,             0.46872,             0.29749,             0.24083,             0.12195,            0.046336,             0.02319,            0.041122,            0.007855,            0.007855,            0.007855,             0.47453,            0.079607,             0.13297,            0.055648,            0.031133,            0.082665,            0.091935,            0.020907,           0.0081616,             0.30382,              0.1246,            0.093985,            0.085851,             0.15333,            0.074305,             0.26217,             0.15999,             0.28998,            0.089576,           0.0086282,            0.052685,           0.0064405,             0.71492,             0.17317,             0.30582,             0.15202,            0.079587,             0.20442,             0.26131,            0.041986,            0.011259,             0.53091,             0.30163,             0.18949,             0.20295,             0.35014,             0.23347,             0.44464,             0.33999,             0.44329,             0.16779,            0.020254,             0.11614,            0.013005
                  67,            0.038818,           0.0093917,            0.013852,             0.48639,             0.30666,               0.259,             0.14273,            0.045643,             0.02165,            0.037903,            0.007822,            0.007822,            0.007822,             0.51329,             0.19293,             0.11134,            0.062941,            0.036972,            0.072097,             0.10924,             0.01443,           0.0067296,             0.25599,             0.10154,             0.11425,            0.048323,              0.2085,             0.27439,             0.31642,             0.16979,             0.20476,             0.25245,            0.025044,            0.029676,            0.018863,              0.7419,             0.34889,             0.24052,              0.1846,            0.094725,             0.20024,             0.31372,             0.03433,            0.012042,             0.44508,               0.186,             0.20573,            0.081501,             0.41992,             0.40861,             0.51885,             0.35707,             0.35226,             0.39133,            0.054265,            0.069442,            0.036929
                  68,            0.037728,           0.0094976,            0.013061,             0.47628,             0.31448,             0.27568,             0.15007,            0.043384,            0.023014,            0.039432,            0.007789,            0.007789,            0.007789,             0.55968,            0.061415,              0.1308,            0.076436,            0.039785,            0.077307,            0.091655,            0.096029,              0.0132,             0.22362,             0.12255,             0.15644,            0.053599,             0.31664,              0.1083,             0.35878,             0.18778,             0.27466,             0.23799,           0.0022435,            0.039882,            0.072722,             0.78743,             0.11462,              0.3246,             0.19563,              0.1343,              0.2269,             0.21669,             0.18122,            0.019528,             0.42481,             0.30392,             0.23561,            0.080711,             0.54652,             0.20657,             0.59007,             0.37671,             0.53707,             0.37851,           0.0056287,            0.059672,             0.11816
                  69,             0.03844,           0.0096045,            0.012883,             0.56232,             0.28736,             0.25398,             0.13525,             0.04757,            0.021267,            0.036998,            0.007756,            0.007756,            0.007756,             0.45134,             0.13477,             0.12182,            0.053858,             0.02085,             0.04846,             0.12278,            0.055899,            0.010928,             0.21756,               0.262,             0.10407,             0.03424,             0.20074,             0.14193,             0.29608,             0.20158,             0.17723,             0.29439,           0.0051033,            0.014047,           0.0059354,             0.71472,             0.29419,             0.28074,             0.13807,            0.098569,             0.13011,              0.3336,             0.10081,             0.01796,             0.33211,             0.46123,             0.21473,            0.050497,             0.38351,             0.22953,             0.47311,             0.39966,              0.3702,              0.5006,            0.012513,            0.030759,            0.020444
                  70,             0.03832,           0.0093952,             0.01263,             0.56839,             0.30406,               0.287,             0.15411,            0.045079,            0.023222,            0.039528,            0.007723,            0.007723,            0.007723,             0.52515,             0.12069,             0.12234,             0.05392,            0.041836,            0.040783,             0.12221,             0.15654,           0.0074241,             0.26178,              0.2784,             0.07458,             0.16608,             0.34691,             0.10082,             0.24224,             0.20061,             0.24333,             0.20636,           0.0089598,            0.053084,            0.016295,             0.76791,             0.30582,             0.27465,             0.15352,             0.15003,             0.15333,             0.26586,             0.28772,            0.013908,             0.48491,             0.47505,             0.14679,             0.22687,             0.56365,             0.22526,             0.44556,             0.38441,             0.49957,             0.33149,            0.018377,             0.11227,            0.027046
                  71,            0.038795,            0.009337,            0.012173,             0.60149,             0.30866,             0.29095,             0.14617,             0.04752,            0.022042,            0.037568,             0.00769,             0.00769,             0.00769,             0.50693,             0.16719,             0.13221,             0.10628,            0.067361,            0.061348,             0.12427,            0.069909,            0.028353,             0.23417,             0.23536,             0.14092,              0.1367,             0.20169,            0.052093,             0.25961,             0.16734,             0.23123,             0.23342,           0.0087562,            0.044081,           0.0065166,              0.7594,             0.36068,             0.26976,             0.32671,             0.15363,             0.16852,             0.30542,             0.15762,            0.039567,             0.50007,             0.39867,             0.25083,             0.21921,             0.39417,             0.18804,             0.55919,             0.35887,             0.37342,             0.49298,            0.016379,            0.082742,            0.025041
                  72,            0.039446,           0.0092176,            0.012761,              0.5271,             0.26662,             0.24627,             0.13175,            0.046033,            0.024794,            0.041515,            0.007657,            0.007657,            0.007657,             0.48968,             0.19018,             0.15459,            0.081317,           0.0056067,            0.043086,             0.13119,            0.058123,            0.012906,             0.14544,             0.25169,             0.11645,             0.11179,             0.22437,             0.11978,              0.2113,             0.15823,             0.25456,             0.07588,            0.014988,            0.018605,            0.028655,             0.73412,             0.38349,             0.36213,             0.24418,            0.014307,             0.10481,             0.33463,             0.12723,            0.017838,             0.25949,             0.47233,             0.17272,             0.20662,             0.43038,              0.2726,             0.33733,              0.3369,             0.38477,             0.11255,            0.023455,            0.041198,            0.044937
                  73,            0.038239,           0.0093048,            0.013216,             0.43661,             0.31855,             0.27725,             0.15103,            0.046546,            0.021699,            0.037852,            0.007624,            0.007624,            0.007624,             0.46882,             0.12245,             0.12971,            0.049586,            0.040475,            0.043864,             0.10179,            0.050269,            0.015667,              0.2926,             0.11639,               0.158,              0.2526,              0.2131,             0.16582,             0.28926,             0.20517,              0.2933,             0.23864,            0.004934,            0.043135,            0.027123,             0.71014,             0.27574,             0.26745,             0.15366,             0.10796,             0.12953,             0.27131,             0.10642,            0.023074,             0.54274,              0.1681,             0.27638,             0.33638,             0.44599,             0.24826,             0.43653,             0.43541,             0.50988,             0.49029,           0.0092477,            0.091976,            0.063081
