               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,     metrics/rov_mAP,   metrics/plant_mAP,metrics/animal_fish_mAP,metrics/animal_starfish_mAP,metrics/animal_shells_mAP,metrics/animal_crabh_mAP,metrics/animal_eel_mAP,metrics/animal_etc_mAP,metrics/trash_clothing_mAP,metrics/trash_pipe_mAP,metrics/trash_bottle_mAP,metrics/trash_bag_mAP,metrics/trash_snack_wrapper_mAP,metrics/trash_can_mAP,metrics/trash_cup_mAP,metrics/trash_container_mAP,metrics/trash_unknown_instance_mAP,metrics/trash_branch_mAP,metrics/trash_wreckage_mAP,metrics/trash_tarp_mAP,metrics/trash_rope_mAP,metrics/trash_net_mAP,  metrics/rov_mAP_50,metrics/plant_mAP_50,metrics/animal_fish_mAP_50,metrics/animal_starfish_mAP_50,metrics/animal_shells_mAP_50,metrics/animal_crabh_mAP_50,metrics/animal_eel_mAP_50,metrics/animal_etc_mAP_50,metrics/trash_clothing_mAP_50,metrics/trash_pipe_mAP_50,metrics/trash_bottle_mAP_50,metrics/trash_bag_mAP_50,metrics/trash_snack_wrapper_mAP_50,metrics/trash_can_mAP_50,metrics/trash_cup_mAP_50,metrics/trash_container_mAP_50,metrics/trash_unknown_instance_mAP_50,metrics/trash_branch_mAP_50,metrics/trash_wreckage_mAP_50,metrics/trash_tarp_mAP_50,metrics/trash_rope_mAP_50,metrics/trash_net_mAP_50
                  37,            0.030022,           0.0057627,            0.011894,            0.018494,             0.15526,            0.025835,            0.010655,            0.076773,            0.038248,              0.1086,            0.008812,            0.008812,            0.008812,            0.019228,           0.0025539,           0.0083661,          0.00064845,                   0,            0.022511,            0.030329,                   0,           0.0020384,           0.0016861,           0.0023443,            0.011162,                   0,            0.044107,          9.1799e-05,            0.053819,            0.014831,            0.017954,          0.00069335,          9.0181e-05,           0.0013175,             0.00063,            0.038523,           0.0091349,            0.015817,           0.0024061,                   0,            0.038525,            0.078912,                   0,           0.0055312,           0.0035008,           0.0042697,            0.028283,                   0,             0.11226,          0.00063012,             0.13685,            0.034775,            0.051622,           0.0019814,          0.00045091,           0.0019867,           0.0029053
                  38,            0.030234,           0.0057743,            0.011151,             0.25871,            0.043591,            0.041901,            0.018737,            0.073686,            0.040665,             0.10209,            0.008779,            0.008779,            0.008779,            0.019947,           0.0019477,            0.012521,            0.001204,                   0,          0.00081943,            0.016418,           0.0040607,            0.094121,            0.014962,            0.028676,              0.0263,          0.00089494,             0.04809,             0.00478,            0.059149,            0.015918,            0.032434,             0.02835,          0.00020656,           0.0011735,          0.00023519,            0.043975,           0.0050692,            0.024549,           0.0034214,                   0,           0.0028979,            0.035476,            0.011427,             0.16187,            0.028421,             0.03681,            0.060243,           0.0013531,             0.14405,            0.012714,             0.15512,            0.036654,            0.082029,            0.069567,          0.00068853,           0.0050136,          0.00047038
                  39,            0.029739,           0.0057071,            0.010661,             0.28049,            0.045487,            0.037635,            0.014939,            0.076463,            0.037862,            0.099783,            0.008746,            0.008746,            0.008746,           0.0083661,            0.002284,            0.010773,          0.00023743,                   0,                   0,            0.025201,           0.0029583,            0.021636,           0.0062893,           0.0013923,            0.049632,          0.00088527,            0.069123,          0.00044464,            0.041252,           0.0076969,            0.078454,          0.00090426,          0.00037383,          0.00054334,          0.00020199,            0.022495,            0.010944,             0.02372,          0.00059357,                   0,                   0,            0.066025,            0.013347,            0.046099,            0.020354,           0.0034687,            0.099646,           0.0022223,             0.12757,             0.00105,             0.11237,            0.023362,             0.24883,           0.0020436,           0.0015989,           0.0014308,          0.00080922
                  40,            0.029576,            0.005699,            0.010959,              0.2195,            0.032417,             0.03029,            0.013499,            0.075372,             0.04069,             0.10557,            0.008713,            0.008713,            0.008713,           0.0049296,           0.0048516,            0.019607,          0.00033496,           0.0020652,                   0,            0.013176,           0.0066848,            0.010703,            0.015071,           0.0074779,            0.014155,                   0,            0.074738,           0.0010035,             0.02266,            0.036756,            0.052065,           0.0028607,          0.00089617,           0.0065863,           0.0003571,            0.016484,            0.019809,            0.037734,          0.00074469,           0.0077416,                   0,            0.036215,            0.028036,            0.019618,             0.03634,            0.012463,            0.026615,                   0,             0.13237,           0.0020069,            0.050177,            0.075061,             0.13216,           0.0070759,           0.0020407,            0.021663,           0.0020163
                  41,            0.029447,           0.0056917,            0.010994,              0.2455,            0.028131,             0.02924,            0.012763,            0.078628,            0.040655,             0.10417,             0.00868,             0.00868,             0.00868,             0.03735,           0.0066823,            0.013923,           0.0012545,          0.00045672,          0.00020077,            0.022453,                   0,                   0,            0.020041,            0.002947,            0.030457,                   0,            0.032611,           0.0043232,            0.014536,           0.0044005,            0.088922,                   0,                   0,                   0,          0.00022341,            0.063004,            0.024406,            0.048258,           0.0043631,           0.0030492,          0.00067933,            0.049765,                   0,                   0,            0.049433,           0.0070136,             0.06018,                   0,            0.056915,           0.0075989,            0.032827,            0.011497,             0.22283,                   0,                   0,                   0,           0.0014616
                  42,            0.029652,           0.0057293,            0.010422,             0.35242,            0.025863,             0.02947,            0.012285,            0.077307,            0.042718,            0.098214,            0.008647,            0.008647,            0.008647,            0.017975,           0.0040133,            0.017645,          0.00013746,           0.0005319,                   0,            0.012649,          0.00068823,                   0,             0.03054,           0.0024605,           0.0081296,                   0,           0.0025875,          0.00064127,            0.034637,           0.0074295,             0.12497,           0.0044435,                   0,          0.00034129,          0.00044201,            0.052736,            0.013009,            0.042931,           0.0013746,            0.001773,                   0,            0.026221,           0.0034412,                   0,            0.053985,           0.0041008,            0.019666,                   0,           0.0077663,            0.001786,             0.10582,             0.01488,             0.27579,            0.018076,                   0,           0.0011376,           0.0038475
                  43,            0.028868,           0.0055992,            0.010287,             0.36301,             0.03714,            0.034414,            0.011378,            0.081442,            0.038432,             0.10788,            0.008614,            0.008614,            0.008614,           0.0069646,          0.00073102,            0.017004,          0.00059159,          0.00041495,                   0,            0.024353,           0.0052027,            0.021799,           0.0035468,            0.074166,            0.012724,                   0,           0.0061742,           0.0065488,            0.022288,           0.0053768,            0.041936,          0.00049419,                   0,                   0,                   0,            0.023328,           0.0030993,            0.035995,           0.0019863,           0.0020747,                   0,            0.068681,            0.023219,            0.060334,            0.013103,             0.21881,            0.030543,                   0,            0.015241,            0.011832,            0.085234,           0.0097715,             0.15041,           0.0034386,                   0,                   0,                   0
                  44,            0.029224,           0.0056435,            0.011133,             0.23439,            0.050412,            0.047529,            0.019877,            0.080086,            0.035047,            0.099741,            0.008581,            0.008581,            0.008581,           0.0069729,           0.0019782,            0.037115,          0.00018339,          0.00089634,                   0,            0.027208,           0.0022833,            0.051978,            0.001964,            0.059811,            0.037469,           0.0035372,            0.018498,           0.0021443,            0.057464,              0.0132,             0.11408,                   0,          0.00047072,                   0,          4.4732e-05,            0.016249,           0.0078225,            0.079584,           0.0012231,           0.0032443,                   0,            0.078884,           0.0064696,             0.12964,           0.0063179,             0.12874,             0.07511,           0.0071527,            0.048071,           0.0034512,             0.11241,            0.037292,             0.30211,                   0,            0.001409,                   0,          0.00044732
                  45,             0.02875,           0.0055133,           0.0095977,             0.29314,            0.042747,            0.041075,            0.016122,            0.077685,            0.040763,             0.10279,            0.008548,            0.008548,            0.008548,           0.0036109,           0.0012379,            0.012814,          0.00092921,           0.0015373,                   0,            0.026413,           0.0058231,           0.0054814,            0.014638,            0.011363,             0.02755,           0.0053409,            0.048999,            0.003834,            0.047702,            0.011993,             0.12485,                   0,          0.00011414,          0.00031801,          0.00013132,           0.0090308,           0.0048595,            0.024553,           0.0018705,           0.0037705,                   0,            0.059751,            0.028114,            0.010136,            0.036054,            0.027977,             0.04946,           0.0092495,              0.1044,           0.0081248,             0.14729,            0.027768,             0.34849,                   0,          0.00038047,             0.00106,           0.0013132
                  46,            0.028833,           0.0055015,           0.0093257,             0.23588,            0.059465,            0.056989,            0.025559,            0.073061,            0.037625,             0.10156,            0.008515,            0.008515,            0.008515,            0.019675,           0.0031932,            0.015305,           0.0034182,           0.0083023,           0.0041763,           0.0065508,                   0,            0.008546,            0.086017,             0.06861,            0.076243,           0.0027197,            0.045264,           0.0043977,            0.044237,            0.021044,             0.12002,            0.019982,          3.9302e-05,           0.0032144,           0.0013344,            0.066374,            0.011962,            0.026171,            0.012584,            0.047583,             0.01769,            0.016154,                   0,             0.01894,             0.14202,             0.10563,             0.14435,           0.0047596,             0.11082,           0.0096118,             0.13437,            0.036007,             0.29397,            0.031224,          0.00039302,            0.017826,           0.0053061
                  47,            0.029439,           0.0054212,           0.0093674,            0.018065,              0.1502,            0.023044,            0.010268,            0.075377,             0.04508,             0.10039,            0.008482,            0.008482,            0.008482,                   0,           0.0021922,            0.012831,           0.0013036,          0.00023857,                   0,            0.053313,          0.00058664,          0.00068416,           0.0054426,            0.030939,            0.010985,            0.010104,            0.026829,           0.0024185,            0.037162,            0.018906,            0.010981,                   0,          0.00075154,                   0,          0.00022502,                   0,           0.0066343,            0.042171,           0.0026119,           0.0011929,                   0,              0.1118,           0.0058664,           0.0017104,             0.01864,             0.04598,            0.019216,            0.016236,            0.065827,           0.0058397,            0.091444,            0.031553,            0.036008,                   0,           0.0031201,                   0,           0.0011251
                  48,            0.028091,           0.0053629,           0.0093535,             0.48709,            0.032193,            0.041369,            0.018372,            0.079371,            0.036914,             0.10525,            0.008449,            0.008449,            0.008449,            0.028948,            0.001477,            0.016533,           0.0090267,                   0,          0.00048877,            0.025118,          0.00040513,            0.012576,           0.0072351,           0.0063898,            0.028898,           0.0013842,            0.032747,             0.01872,            0.059413,           0.0096882,             0.14279,                   0,          0.00050638,           0.0007025,           0.0011373,            0.051231,           0.0049091,            0.037283,            0.022503,                   0,           0.0012698,            0.049832,           0.0027008,            0.027467,            0.028069,            0.025491,             0.05309,            0.001867,            0.055645,            0.038481,             0.14919,            0.021758,             0.33318,                   0,           0.0015954,           0.0012677,           0.0032936
                  49,            0.028367,           0.0054244,           0.0096337,             0.32823,            0.033518,            0.031234,             0.01374,            0.076381,            0.038313,             0.10348,            0.008416,            0.008416,            0.008416,             0.01011,           0.0014689,            0.018302,           0.0010623,          0.00089374,           0.0034447,            0.027714,           0.0023768,           0.0028737,           0.0061623,            0.019114,            0.036599,                   0,            0.077771,          0.00082532,            0.049841,             0.01307,            0.022805,                   0,           0.0002234,          0.00032716,            0.007295,            0.021312,           0.0047877,            0.034716,           0.0032272,           0.0024287,            0.011232,            0.067206,            0.010732,           0.0076915,             0.01909,            0.099953,            0.060682,                   0,             0.11425,           0.0042419,             0.11389,            0.027861,             0.04489,                   0,          0.00094378,           0.0014563,            0.036563
                  50,            0.028152,           0.0054251,           0.0088489,             0.17508,            0.047503,            0.031693,            0.013864,            0.075523,            0.039699,              0.1036,            0.008383,            0.008383,            0.008383,            0.010183,           0.0021903,            0.020459,                   0,          0.00022155,                   0,            0.026804,           0.0051891,           0.0045399,            0.015219,             0.03942,            0.020248,           0.0064425,            0.059466,          0.00015639,            0.036916,            0.014603,            0.039081,          0.00075596,          0.00033506,           0.0021265,           0.0006461,            0.025482,           0.0095593,            0.053347,                   0,           0.0011078,                   0,            0.072526,            0.015024,            0.017658,            0.033253,            0.071264,             0.03501,           0.0089211,             0.10084,          0.00078193,            0.098569,            0.039734,             0.10065,           0.0015119,           0.0011169,           0.0082171,           0.0026738
                  51,            0.028068,           0.0053207,           0.0091561,             0.21491,            0.051306,            0.041879,            0.019217,            0.075471,             0.04135,             0.10123,             0.00835,             0.00835,             0.00835,            0.007824,           0.0035263,            0.010584,           0.0017552,           0.0014386,            0.023278,            0.021692,          0.00013599,            0.010825,           0.0089451,            0.024758,             0.03075,          0.00084572,              0.0675,          0.00039908,            0.087493,            0.031272,             0.08692,          9.0573e-05,          0.00026458,          0.00093032,           0.0015477,            0.015144,           0.0097398,            0.024112,           0.0060742,           0.0041859,            0.081101,            0.059748,           0.0013599,            0.031261,            0.026316,            0.035368,            0.065333,           0.0018818,             0.10793,           0.0014119,             0.17294,            0.066367,             0.19755,          0.00090573,          0.00077674,            0.004408,           0.0074323
                  52,            0.028216,           0.0053823,            0.009015,             0.32891,            0.030075,            0.042413,             0.01824,            0.077044,            0.041021,            0.099844,            0.008317,            0.008317,            0.008317,           0.0064953,           0.0058492,            0.019748,           0.0013336,          0.00096849,           0.0033693,            0.031014,                   0,            0.086888,           0.0085345,          0.00057304,            0.046101,            0.008479,            0.012307,           0.0055873,            0.056161,            0.020865,            0.086203,                   0,                   0,          0.00020873,          0.00058684,           0.0099823,            0.021172,            0.042869,           0.0036737,           0.0032283,            0.019179,              0.1121,                   0,             0.16734,            0.023225,           0.0014326,            0.083868,            0.010995,            0.030762,            0.010902,             0.12769,            0.048506,             0.20995,                   0,                   0,           0.0020873,           0.0041074
                  53,            0.027551,           0.0052599,            0.008559,             0.19384,            0.061496,            0.048813,            0.021169,            0.075723,            0.039757,             0.10222,            0.008284,            0.008284,            0.008284,             0.01144,          0.00074255,            0.010378,          0.00048759,           0.0028927,                   0,            0.018299,                   0,           0.0068843,            0.040246,            0.051778,            0.015362,          0.00015987,            0.055291,           0.0015839,            0.084171,           0.0075683,             0.15622,          0.00087236,          0.00070933,          0.00021932,          0.00040817,            0.028579,           0.0027554,            0.020922,           0.0014229,            0.010623,                   0,            0.046191,                   0,            0.013558,             0.10163,             0.15142,             0.03273,          0.00048236,             0.10229,            0.003416,             0.17355,             0.02123,             0.35452,           0.0037123,           0.0014187,           0.0011241,            0.002302
                  54,            0.027374,           0.0053078,           0.0083388,             0.24499,            0.041436,            0.034831,            0.014842,            0.077667,            0.037493,              0.1021,            0.008251,            0.008251,            0.008251,            0.017523,           0.0011775,            0.010404,           0.0012038,           0.0005986,           0.0015382,            0.041011,           0.0023886,            0.037893,           0.0067641,            0.024634,            0.020019,           0.0023844,            0.013994,           0.0012075,            0.050573,            0.010349,            0.074538,           0.0034234,            0.003929,          0.00021353,          0.00076737,            0.053152,           0.0024718,             0.02716,           0.0037847,           0.0014965,           0.0099192,             0.10491,           0.0074547,            0.054184,            0.016002,            0.056712,            0.032171,           0.0042562,            0.034831,           0.0023186,             0.10059,            0.025676,             0.17127,            0.034234,            0.019192,           0.0009228,            0.003571
                  55,            0.027478,            0.005261,           0.0079326,             0.21728,            0.043325,            0.042898,            0.019384,            0.074366,            0.042012,            0.099883,            0.008218,            0.008218,            0.008218,           0.0025215,          0.00064593,            0.014059,             0.00128,          0.00058594,            0.001485,            0.021016,           0.0034961,            0.023261,            0.042975,            0.005003,            0.050464,           0.0033855,            0.084014,           0.0041499,            0.073946,           0.0076067,             0.08515,                   0,          0.00032642,          0.00037535,          0.00069203,           0.0056041,           0.0022704,            0.030613,           0.0033159,           0.0010492,            0.005045,            0.054144,           0.0093369,            0.048621,            0.097425,            0.012432,            0.097298,           0.0048285,             0.13477,           0.0079777,             0.15333,            0.018511,             0.24898,                   0,          0.00065284,           0.0028885,           0.0046692
                  56,            0.027809,           0.0052849,           0.0079062,             0.22315,            0.053802,            0.047141,            0.022434,            0.077391,            0.039361,            0.098215,            0.008185,            0.008185,            0.008185,            0.012459,             0.00528,            0.028138,          0.00017599,          0.00058054,          0.00020673,            0.029282,           0.0017521,           0.0024598,             0.04521,            0.031572,            0.045409,            0.001875,            0.090797,          0.00044366,            0.043749,            0.010138,             0.14341,                   0,          0.00022048,          0.00033614,          5.3305e-05,            0.030338,            0.017673,            0.066503,           0.0011961,           0.0025094,           0.0020673,             0.06221,           0.0051339,             0.01368,              0.1325,            0.044507,            0.091976,           0.0026974,             0.16349,           0.0014063,            0.077236,            0.029159,             0.28988,                   0,          0.00073492,           0.0016807,          0.00053305
                  57,            0.027543,            0.005249,            0.008248,              0.2605,            0.039213,            0.031286,            0.013466,            0.077888,            0.040009,             0.10286,            0.008152,            0.008152,            0.008152,           0.0082013,          0.00039981,            0.022657,           0.0018365,                   0,                   0,            0.018445,           0.0017861,           0.0016095,            0.038886,           0.0021483,            0.077472,           0.0068562,           0.0090528,                   0,            0.050937,           0.0082018,            0.042573,           0.0012078,           0.0036104,                   0,          0.00036383,            0.020457,          0.00066635,            0.054242,           0.0066142,                   0,                   0,            0.048034,           0.0074527,           0.0053928,            0.086744,            0.011403,             0.13479,            0.013207,             0.02492,                   0,             0.12269,            0.022202,             0.11493,           0.0062775,           0.0064415,                   0,           0.0018191
                  58,            0.027382,           0.0052201,           0.0075837,             0.29259,            0.056566,            0.046821,            0.019879,            0.076528,            0.038621,            0.099346,            0.008119,            0.008119,            0.008119,           0.0031893,           0.0039798,           0.0092825,           0.0025821,           0.0015457,           0.0084399,            0.023545,            0.011103,            0.037368,            0.008029,            0.045497,            0.052205,           0.0097321,            0.074452,                   0,            0.059868,           0.0037086,            0.078949,           0.0010659,           0.0017536,          0.00071056,          0.00032127,           0.0098164,            0.015794,            0.026103,            0.004756,           0.0055246,            0.032261,            0.057456,            0.059907,            0.080418,            0.017993,             0.12004,             0.12033,            0.015816,             0.11421,                   0,             0.14016,            0.012382,             0.18496,            0.003397,           0.0054288,           0.0013237,           0.0019897
                  59,            0.027641,           0.0052655,           0.0074756,             0.21721,            0.028989,            0.030414,            0.012713,            0.079579,            0.040563,             0.10191,            0.008086,            0.008086,            0.008086,             0.01131,           0.0025726,            0.016294,           0.0010007,           0.0011301,           0.0043477,            0.045508,          0.00055624,                   0,           0.0063907,          0.00074135,            0.035479,          0.00036379,            0.052734,          0.00058271,            0.028275,            0.017359,             0.05277,                   0,          0.00016039,                   0,           0.0021061,            0.028289,           0.0044527,            0.034598,           0.0019986,           0.0014126,            0.015958,             0.11293,           0.0027812,                   0,            0.015136,           0.0036269,            0.054478,          0.00072758,            0.098807,           0.0027116,            0.072933,            0.051998,             0.16096,                   0,          0.00080193,                   0,           0.0044963
                  60,            0.027056,           0.0051807,           0.0073705,             0.28487,             0.03175,            0.027043,            0.010138,            0.078124,            0.041173,             0.10589,            0.008053,            0.008053,            0.008053,           0.0074701,          0.00076578,            0.011725,           0.0028193,                   0,           0.0080544,            0.049372,           0.0036855,           0.0069154,           0.0085922,           0.0030536,            0.022991,                   0,            0.016509,           0.0023307,             0.01766,             0.02266,            0.036417,                   0,          0.00090511,          0.00052955,           0.0005746,            0.019928,           0.0023756,            0.028221,            0.012914,                   0,            0.012726,             0.14124,            0.018427,            0.010605,            0.021836,            0.004642,            0.043642,                   0,            0.046488,           0.0069397,            0.062626,            0.062486,            0.091567,                   0,           0.0023551,           0.0015328,           0.0043925
                  61,            0.026682,           0.0051763,           0.0075501,             0.22158,            0.060736,            0.054667,            0.020979,             0.07635,            0.037574,             0.10487,             0.00802,             0.00802,             0.00802,            0.021597,           0.0044579,            0.026546,          0.00069189,           0.0022386,           0.0011431,            0.022785,           0.0059228,           0.0050417,            0.021142,            0.051342,            0.031415,          0.00055829,              0.0527,          0.00024082,            0.045695,            0.024253,             0.12126,            0.018675,           0.0018375,          0.00080586,           0.0011805,            0.057222,            0.016436,            0.066724,           0.0031141,            0.012528,           0.0031775,            0.059101,            0.015512,            0.013567,            0.037231,             0.19598,            0.053385,          0.00093048,             0.10722,          0.00034403,             0.13261,            0.057227,              0.2912,            0.066922,           0.0054161,           0.0024276,            0.004403
                  62,            0.026817,           0.0050905,           0.0070433,              0.3219,            0.048658,            0.053579,            0.024299,            0.075915,            0.043898,             0.10295,            0.007987,            0.007987,            0.007987,            0.017773,          0.00023269,            0.015561,          0.00082515,                   0,            0.013556,            0.033854,           0.0025062,           0.0034969,            0.005607,            0.010878,            0.058802,           0.0067713,            0.099092,          0.00076267,            0.052627,           0.0078986,             0.20188,                   0,          0.00095735,                   0,            0.001491,            0.034775,           0.0018667,            0.036072,           0.0024837,                   0,            0.053047,            0.087625,            0.011975,           0.0088347,             0.01246,            0.029843,             0.12444,            0.010705,              0.1623,           0.0015478,             0.12615,            0.014328,             0.45005,                   0,           0.0035187,                   0,           0.0067092
                  63,            0.026664,            0.005121,            0.007374,              0.2283,            0.053475,            0.050331,            0.024009,            0.076269,            0.041397,             0.10281,            0.007954,            0.007954,            0.007954,           0.0052368,           0.0004531,            0.025537,                   0,          0.00068042,           0.0032344,            0.026054,           0.0026897,             0.12276,           0.0097444,          0.00081135,            0.078329,            0.012518,            0.071154,          0.00061613,            0.082832,            0.010421,            0.073922,                   0,          0.00053384,           0.0006248,          5.1106e-05,            0.011803,           0.0017069,            0.053776,                   0,           0.0047543,            0.014457,            0.064886,           0.0092488,             0.23038,            0.025896,           0.0015396,             0.12432,            0.018143,             0.13488,           0.0025342,              0.1603,            0.025567,             0.21937,                   0,           0.0019635,           0.0012496,          0.00051106
                  64,            0.026707,           0.0050767,           0.0074483,             0.23732,            0.066145,            0.050483,            0.019476,            0.077637,            0.039288,             0.10502,            0.007921,            0.007921,            0.007921,           0.0039995,           0.0023633,            0.030586,          0.00060812,           0.0016152,            0.017719,            0.038975,           0.0012463,            0.040151,            0.013916,             0.02135,            0.068681,                   0,            0.027203,          0.00087497,             0.04162,             0.02712,            0.073386,                   0,          0.00052229,            0.015727,          0.00079976,            0.007938,           0.0078579,            0.069723,           0.0023413,           0.0020189,            0.043194,             0.10055,           0.0015579,             0.11072,            0.037617,            0.063481,             0.13042,                   0,            0.062999,           0.0021874,              0.1025,            0.050382,             0.22023,                   0,           0.0013556,            0.090307,           0.0032458
                  65,            0.026427,           0.0050005,           0.0067152,             0.27847,            0.054893,             0.05905,             0.02534,            0.076086,            0.042329,             0.10309,            0.007888,            0.007888,            0.007888,            0.018808,           0.0044553,            0.023113,           0.0016029,                   0,           0.0098098,            0.036421,           0.0086916,            0.061485,            0.018933,             0.10356,             0.03586,           0.0030111,            0.089777,          0.00058205,            0.041433,             0.01398,            0.083722,          8.0121e-05,           0.0017949,           0.0001289,          0.00022678,            0.045135,            0.017226,            0.048252,           0.0044793,                   0,            0.030052,             0.10136,            0.027771,             0.13862,            0.047925,             0.26641,            0.064329,           0.0052683,             0.14691,           0.0012771,            0.089017,            0.049335,             0.20886,          0.00080121,           0.0037721,            0.001289,          0.00099931
                  66,            0.026382,           0.0050142,            0.006619,             0.23339,            0.030831,            0.030703,            0.011757,            0.077631,            0.040225,             0.10569,            0.007855,            0.007855,            0.007855,           0.0072695,          0.00092963,            0.031714,           0.0026365,                   0,                   0,            0.028159,           0.0020975,                   0,           0.0031745,          0.00096566,            0.023401,             0.00292,            0.033588,           0.0021133,            0.052996,              0.0146,            0.051047,                   0,          0.00038996,          0.00024389,          0.00041883,            0.029763,           0.0042779,            0.071051,           0.0062866,                   0,                   0,            0.081182,           0.0073816,                   0,           0.0079791,           0.0040173,            0.043386,           0.0055778,            0.072758,           0.0046266,             0.11916,             0.04316,             0.17036,                   0,           0.0019498,          0.00081295,           0.0017319
                  67,             0.02613,           0.0050146,           0.0068454,             0.22296,            0.037636,             0.03941,            0.017248,            0.075741,            0.041792,             0.10271,            0.007822,            0.007822,            0.007822,            0.014563,            0.010302,            0.013498,            0.002045,           0.0012483,                   0,            0.038376,           0.0025941,           0.0023217,            0.022481,          0.00094013,            0.049422,          0.00016659,             0.02961,           0.0049161,            0.039885,            0.011534,             0.12452,                   0,            0.010767,          0.00019609,          7.3047e-05,            0.029791,            0.043761,            0.030964,           0.0064604,           0.0017834,                   0,            0.092551,             0.00691,           0.0066487,            0.041539,           0.0034188,            0.087439,          0.00083293,            0.055192,           0.0077499,             0.10072,            0.038135,             0.29343,                   0,            0.018309,          0.00065363,          0.00073047
                  68,            0.025721,           0.0050177,           0.0066912,             0.20863,            0.047455,            0.034835,            0.014814,            0.077036,            0.039062,             0.10432,            0.007789,            0.007789,            0.007789,           0.0032112,            0.013482,           0.0094261,          0.00033329,          0.00035318,                   0,            0.032055,          0.00043574,           0.0054394,           0.0070648,           0.0017606,            0.075213,           0.0073588,            0.040483,           0.0041057,            0.074048,            0.027006,            0.022954,          0.00026512,          0.00018901,          0.00045304,          0.00027122,           0.0071065,            0.033402,            0.021413,           0.0016673,           0.0024975,                   0,            0.095596,           0.0043574,           0.0076155,            0.023389,           0.0090339,             0.13103,            0.011252,            0.096799,           0.0065751,             0.16122,            0.058587,            0.090979,          0.00088373,          0.00063003,           0.0014007,          0.00092709
                  69,            0.026096,           0.0049709,           0.0065497,             0.24765,            0.063192,            0.050318,            0.021661,            0.074797,            0.043218,             0.10274,            0.007756,            0.007756,            0.007756,            0.011321,           0.0012712,            0.021779,           0.0018733,             0.00221,                   0,            0.035719,           0.0074604,            0.013324,            0.045937,            0.050492,            0.038971,           0.0032394,            0.052336,           0.0006541,            0.056824,            0.032038,            0.098994,                   0,          0.00011622,                   0,           0.0019799,            0.029123,           0.0036628,            0.042189,           0.0065766,           0.0091948,                   0,            0.099651,             0.03163,            0.028381,            0.099901,             0.12559,            0.079575,           0.0055522,            0.077611,           0.0043523,             0.14083,            0.068482,             0.24677,                   0,           0.0011622,                   0,           0.0067681
                  70,            0.025876,           0.0049936,           0.0061955,             0.16738,            0.041283,            0.031366,            0.012005,            0.075018,            0.043717,             0.10577,            0.007723,            0.007723,            0.007723,           0.0019553,           0.0018128,            0.013153,          0.00087271,          7.6008e-05,          0.00022765,            0.034983,           0.0065108,           0.0012697,             0.01302,          0.00085222,            0.027287,           0.0034123,            0.027928,            0.001878,            0.036607,           0.0059387,            0.085274,                   0,          0.00045229,          0.00028597,          0.00031529,           0.0027932,           0.0080661,            0.028475,           0.0035291,          0.00019002,          0.00076467,            0.095433,            0.032397,           0.0027646,            0.048186,           0.0030757,            0.048228,           0.0048094,            0.057984,           0.0066655,            0.092534,            0.021024,               0.227,                   0,           0.0022614,          0.00071491,           0.0031529
                  71,            0.025431,           0.0048689,           0.0066628,             0.27384,            0.049022,            0.041963,            0.015985,             0.08068,            0.039344,             0.10464,             0.00769,             0.00769,             0.00769,            0.011069,          0.00023636,            0.018932,            0.004677,           0.0014461,                   0,            0.042081,            0.002947,           0.0016309,            0.013785,           0.0074563,            0.026223,           0.0021525,             0.06937,           0.0043133,            0.050443,            0.013797,            0.075254,                   0,           0.0048861,          0.00048627,          0.00047596,            0.020674,          0.00078786,            0.040476,            0.009596,           0.0020658,                   0,             0.12706,            0.010026,           0.0037639,             0.05492,            0.020312,            0.048899,           0.0049026,             0.13204,             0.01039,             0.11269,             0.03704,              0.2706,                   0,            0.012004,          0.00081045,            0.004136
                  72,            0.025451,            0.004879,           0.0067657,             0.26067,            0.043311,            0.044837,            0.017933,             0.07712,            0.043753,             0.10307,            0.007657,            0.007657,            0.007657,                   0,           0.0012152,            0.016585,           0.0022684,           0.0013107,           0.0013652,            0.042154,           0.0023469,           0.0050008,           0.0044837,            0.004294,            0.045188,                   0,            0.086276,                   0,            0.048041,            0.013665,             0.11665,          0.00039406,           0.0021876,          0.00076291,          0.00033014,                   0,           0.0060126,            0.037233,           0.0077595,           0.0032955,           0.0059052,             0.10283,           0.0078568,             0.01393,            0.013913,            0.011245,            0.072525,                   0,             0.17973,                   0,            0.090128,            0.027353,             0.39115,           0.0039406,           0.0057696,            0.002543,           0.0033014
                  73,             0.02547,           0.0049337,           0.0062344,             0.20559,            0.046555,            0.043042,            0.017046,            0.079489,            0.040636,             0.10184,            0.007624,            0.007624,            0.007624,            0.012131,           0.0015229,             0.01795,           0.0010466,            0.001601,          0.00060544,            0.037241,                   0,           0.0034508,            0.027208,            0.020859,            0.048464,             0.01252,           0.0092239,          0.00033021,            0.030113,            0.013325,             0.13472,                   0,           0.0020161,                   0,          0.00068312,            0.030123,           0.0030457,            0.034988,           0.0056434,           0.0020012,           0.0060544,            0.078342,                   0,            0.011253,            0.076964,            0.041343,            0.084444,            0.017766,            0.026572,           0.0010558,            0.082357,            0.033315,             0.40179,                   0,           0.0050403,                   0,           0.0048207
